postal_code,place_name,district_code,district_name,province,post_office_type
12000,Kalutara,KT,Kalutara,Western Province,Main Post Office
30197,Kaluthavalai,BC,Batticaloa,Eastern Province,Main Post Office
30200,Kaluwanchikudi,BC,Batticaloa,Eastern Province,Main Post Office
30372,Kaluwankerny,BC,Batticaloa,Eastern Province,Sub Post Office
81750,Kamburugamuwa,MH,Matara,Southern Province,Main Post Office
81100,Kamburupitiya,MH,Matara,Southern Province,Main Post Office
60054,Kanadeniyawala,KG,Kurunegala,North Western Province,Sub Post Office
43072,Kanagarayankulam,VA,Vavuniya,Northern Province,Sub Post Office
61273,Kanamule,PX,Puttalam,North Western Province,Sub Post Office
80136,Kananke Bazaar,GL,Galle,Southern Province,Sub Post Office
12418,Kananwila,KT,Kalutara,Western Province,Sub Post Office
60422,Kanattewewa,KG,Kurunegala,North Western Province,Sub Post Office
90020,Kandaketiya,BD,Badulla,Uva Province,Main Post Office
61358,Kandakuliya,PX,Puttalam,North Western Province,Sub Post Office
21106,Kandalama,MT,Matale,Central Province,Sub Post Office
11320,Kandana,GQ,Gampaha,Western Province,Main Post Office
12428,Kandanagama,KT,Kalutara,Western Province,Sub Post Office
22220,Kandapola,NW,Nuwara Eliya,Central Province,Main Post Office
91403,Kandasurindugama,MJ,Monaragala,Uva Province,Sub Post Office
91032,Kandaudapanguwa,MJ,Monaragala,Uva Province,Sub Post Office
42508,Kandavalai,KO,Kilinochchi,Northern Province,Sub Post Office
90070,Kandegedara,BD,Badulla,Uva Province,Main Post Office
90356,Kandepuhulpola,BD,Badulla,Uva Province,Sub Post Office
20000,Kandy,KY,Kandy,Central Province,Main Post Office
40190,Kankasanthurai,JA,Jaffna,Northern Province,Main Post Office
32405,Kannagipuram,AR,Ampara,Eastern Province,Sub Post Office
30016,Kannankudah,BC,Batticaloa,Eastern Province,Sub Post Office
71372,Kannattota,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
31032,Kanniya,TC,Trincomalee,Eastern Province,Sub Post Office
31300,Kantale,TC,Trincomalee,Eastern Province,Main Post Office
31306,Kantale Sugar Factory,TC,Trincomalee,Eastern Province,Sub Post Office
31055,Kapalthurai,TC,Trincomalee,Eastern Province,Sub Post Office
10662,Kapugoda,GQ,Gampaha,Western Province,Sub Post Office
50370,Kapugollewa,AD,Anuradhapura,North Central Province,Main Post Office
20206,Kapuliyadda,KY,Kandy,Central Province,Sub Post Office
30354,Karadiyanaru,BC,Batticaloa,Eastern Province,Sub Post Office
60106,Karagahagedara,KG,Kurunegala,North Western Province,Sub Post Office
21014,Karagahahinna,MT,Matale,Central Province,Sub Post Office
50232,Karagahawewa,AD,Anuradhapura,North Central Province,Sub Post Office
80151,Karagoda,GL,Galle,Southern Province,Sub Post Office
81082,Karagoda Uyangoda,MH,Matara,Southern Province,Sub Post Office
40250,Karainagar,JA,Jaffna,Northern Province,Main Post Office
60602,Karambe,KG,Kurunegala,North Western Province,Sub Post Office
91077,Karandagama,MJ,Monaragala,Uva Province,Sub Post Office
20738,Karandagolla,KY,Kandy,Central Province,Sub Post Office
70488,Karandana,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
80360,Karandeniya,GL,Galle,Southern Province,Main Post Office
70018,Karangoda,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
81106,Karaputugala,MH,Matara,Southern Province,Sub Post Office
32250,Karativu,AR,Ampara,Eastern Province,Main Post Office
81308,Karatota,MH,Matara,Southern Province,Sub Post Office
40520,Karaveddi,JA,Jaffna,Northern Province,Main Post Office
91079,Karawila Pallegama,MJ,Monaragala,Uva Province,Sub Post Office
61022,Karawitagara,PX,Puttalam,North Western Province,Sub Post Office
42303,Karipaddamurippu,MP,Mullaitivu,Northern Province,Sub Post Office
82274,Kariyamaditta,HB,Hambantota,Southern Province,Sub Post Office
61314,Karuwalagaswewa,PX,Puttalam,North Western Province,Main Post Office
51032,Kashyapapura,PR,Polonnaruwa,North Central Province,Sub Post Office
11534,Katana,GQ,Gampaha,Western Province,Main Post Office
91400,Kataragama,MJ,Monaragala,Uva Province,Main Post Office
30456,Kathiraveli,BC,Batticaloa,Eastern Province,Sub Post Office
50261,Katiyawa,AD,Anuradhapura,North Central Province,Sub Post Office
30100,Kattankudi,BC,Batticaloa,Eastern Province,Main Post Office
21016,Katudeniya,MT,Matale,Central Province,Sub Post Office
20800,Katugastota,KY,Kandy,Central Province,Main Post Office
22588,Katukitula,NW,Nuwara Eliya,Central Province,Sub Post Office
11450,Katunayake,GQ,Gampaha,Western Province,Main Post Office
11420,Katunayake IPZ,GQ,Gampaha,Western Province,Main Post Office
11440,Katunayake Air Force Camp,GQ,Gampaha,Western Province,Main Post Office
61180,Katuneriya,PX,Puttalam,North Western Province,Main Post Office
60350,Katupota,KG,Kurunegala,North Western Province,Main Post Office
82500,Katuwana,HB,Hambantota,Southern Province,Main Post Office
11526,Katuwellegama,GQ,Gampaha,Western Province,Sub Post Office
42608,Kautharimunai,KO,Kilinochchi,Northern Province,Sub Post Office
21072,Kavudupelella,MT,Matale,Central Province,Sub Post Office
82622,Kawantissapura,HB,Hambantota,Southern Province,Sub Post Office
51414,Kawudulla,PR,Polonnaruwa,North Central Province,Sub Post Office
51514,Kawuduluwewa Stage II,PR,Polonnaruwa,North Central Province,Sub Post Office
40270,Kayts,JA,Jaffna,Northern Province,Main Post Office
90102,Kebillawela,BD,Badulla,Uva Province,Sub Post Office
50550,Kebithigollewa,AD,Anuradhapura,North Central Province,Main Post Office
22274,Keerthi Bandarapura,NW,Nuwara Eliya,Central Province,Sub Post Office
71000,Kegalle,KE,Kegalle,Sabaragamuwa Province,Main Post Office
71533,Kehelpannala,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
12550,Kehelwatta,KT,Kalutara,Western Province,Main Post Office
81020,Kekanadura,MH,Matara,Southern Province,Main Post Office
50100,Kekirawa,AD,Anuradhapura,North Central Province,Main Post Office
32074,Kekirihena,APR,Ampara,Eastern Province,Sub Post Office
51168,Kekuluwela,PR,Polonnaruwa,North Central Province,Sub Post Office
60183,Kekunagolla,KG,Kurunegala,North Western Province,Main Post Office
22684,Kelanigama,NW,Nuwara Eliya,Central Province,Sub Post Office
11600,Kelaniya,GQ,Gampaha,Western Province,Main Post Office
12218,Kelinkanda,KT,Kalutara,Western Province,Sub Post Office
70352,Kella Junction,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
90048,Kendagolla,BD,Badulla,Uva Province,Sub Post Office
91552,Kendawinna,MJ,Monaragala,Uva Province,Sub Post Office
50452,Kendewa,AD,Anuradhapura,North Central Province,Sub Post Office
90350,Keppetipola,BD,Badulla,Uva Province,Main Post Office
60288,Keppitiwalana,KG,Kurunegala,North Western Province,Sub Post Office
90738,Keselpotha,BD,Badulla,Uva Province,Sub Post Office
22660,Ketaboola,NW,Nuwara Eliya,Central Province,Main Post Office
20306,Ketakumbura,KY,Kandy,Central Province,Sub Post Office
20198,Ketawala Leula,KY,Kandy,Central Province,Sub Post Office
90016,Ketawatta,BD,Badulla,Uva Province,Sub Post Office
42400,Kilinochchi,KO,Kilinochchi,Northern Province,Main Post Office
31220,Kiliveddy,TC,Trincomalee,Eastern Province,Sub Post Office
21122,Kimbissa,MT,Matale,Central Province,Sub Post Office
11522,Kimbulapitiya,GQ,Gampaha,Western Province,Sub Post Office
60548,Kimbulwanaoya,KG,Kurunegala,North Western Province,Sub Post Office
31100,Kinniya,TC,Trincomalee,Eastern Province,Main Post Office
50259,Kiralogama,AD,Anuradhapura,North Central Province,Sub Post Office
82550,Kirama,HB,Hambantota,Southern Province,Main Post Office
30394,Kiran,BC,Batticaloa,Eastern Province,Main Post Office
30159,Kirankulam,BC,Batticaloa,Eastern Province,Sub Post Office
90184,Kirawanagama,BD,Badulla,Uva Province,Sub Post Office
11601,Kiribathgoda,GQ,Gampaha,Western Province,Main Post Office
20442,Kiribathkumbura,KY,Kandy,Central Province,Sub Post Office
70480,Kiriella,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
50511,Kirigalwewa,AD,Anuradhapura,North Central Province,Sub Post Office
91252,Kiriibbanwewa,MJ,Monaragala,Uva Province,Sub Post Office
70102,Kirimatitenna,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
60157,Kirimetiyana,PX,Puttalam,North Western Province,Sub Post Office
60184,Kirimetiyawa,KG,Kurunegala,North Western Province,Sub Post Office
61362,Kirimundalama,PX,Puttalam,North Western Province,Sub Post Office
82614,Kirinda,HB,Hambantota,Southern Province,Sub Post Office
60212,Kirindawa,KG,Kurunegala,North Western Province,Sub Post Office
60502,Kirindigalla,KG,Kurunegala,North Western Province,Sub Post Office
11730,Kirindiwela,GQ,Gampaha,Western Province,Main Post Office
10208,Kiriwattuduwa,CO,Colombo,Western Province,Sub Post Office
81514,Kiriweldola,MH,Matara,Southern Province,Sub Post Office
81456,Kiriwelkele,MH,Matara,Southern Province,Sub Post Office
11206,Kitalawalana,GQ,Gampaha,Western Province,Sub Post Office
60188,Kithalawa,KG,Kurunegala,North Western Province,Sub Post Office
71720,Kitulgala,KE,Kegalle,Sabaragamuwa Province,Main Post Office
12222,Kitulgoda,KT,Kalutara,Western Province,Sub Post Office
50132,Kitulhitiyawa,AD,Anuradhapura,North Central Province,Sub Post Office
11242,Kitulwala,GQ,Gampaha,Western Province,Sub Post Office
21042,Kiwula,MT,Matale,Central Province,Sub Post Office
60410,Kobeigane,KG,Kurunegala,North Western Province,Main Post Office
20928,Kobonilla,KY,Kandy,Central Province,Sub Post Office
11540,Kochchikade,GQ,Gampaha,Western Province,Main Post Office
30249,Koddaikallar,BC,Batticaloa,Eastern Province,Main Post Office
40700,Kodikamam,JA,Jaffna,Northern Province,Main Post Office
60028,Kohilegedara,KG,Kurunegala,North Western Province,Sub Post Office
12007,Koholana,KT,Kalutara,Western Province,Sub Post Office
90006,Kohowilakandura,BD,Badulla,Uva Province,Sub Post Office
30160,Kokkaddichcholai,BC,Batticaloa,Eastern Province,Main Post Office
42020,Kokkilai,MP,Mullaitivu,Northern Province,Sub Post Office
42010,Kokkuthoduvai,MP,Mullaitivu,Northern Province,Sub Post Office
40060,Kokkuvil,JA,Jaffna,Northern Province,Main Post Office
32035,Koknahara,APR,Ampara,Eastern Province,Sub Post Office
20212,Kolabissa,KY,Kandy,Central Province,Sub Post Office
32102,Kolamanthalawa,APR,Ampara,Eastern Province,Sub Post Office
70180,Kolambageara,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
81522,Kolawenigama,MH,Matara,Southern Province,Sub Post Office
70403,Kolombugama,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
20971,Kolongoda,KY,Kandy,Central Province,Sub Post Office
70350,Kolonna,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
10600,Kolonnawa,CO,Colombo,Western Province,Main Post Office
32418,Komari,AR,Ampara,Eastern Province,Sub Post Office
42420,Konavil,KO,Kilinochchi,Northern Province,Sub Post Office
40062,Kondavil,JA,Jaffna,Northern Province,Sub Post Office
71501,Kondeniya,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
21500,Kongahawela,MT,Matale,Central Province,Main Post Office
60630,Konwewa,KG,Kurunegala,North Western Province,Main Post Office
40170,Kopay,JA,Jaffna,Northern Province,Main Post Office
32417,Koralkalapu,AR,Ampara,Eastern Province,Sub Post Office
11044,Korase,GQ,Gampaha,Western Province,Main Post Office
60356,Kosdeniya,KG,Kurunegala,North Western Province,Sub Post Office
10730,Kosgama,CO,Colombo,Western Province,Main Post Office
80570,Kosgoda,GL,Galle,Southern Province,Main Post Office
60029,Kosgolla,KG,Kurunegala,North Western Province,Sub Post Office
90190,Koslanda,BD,Badulla,Uva Province,Main Post Office
61158,Koswatte,PX,Puttalam,North Western Province,Sub Post Office
91559,Kotabowa,MJ,Monaragala,Uva Province,Sub Post Office
11232,Kotadeniyawa,GQ,Gampaha,Western Province,Sub Post Office
22080,Kotagala,NW,Nuwara Eliya,Central Province,Main Post Office
91512,Kotagama,MJ,Monaragala,Uva Province,Sub Post Office
01300,Kotahena,CO,Colombo,Western Province,Main Post Office
90506,Kotamuduna,BD,Badulla,Uva Province,Sub Post Office
81480,Kotapola,MH,Matara,Southern Province,Main Post Office
60483,Kotawehera,KG,Kurunegala,North Western Province,Sub Post Office
91312,Kotawehera Mankada,MJ,Monaragala,Uva Province,Sub Post Office
71106,Kotawella,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
91024,Kotiyagala,MJ,Monaragala,Uva Province,Sub Post Office
71370,Kotiyakumbura,KE,Kegalle,Sabaragamuwa Province,Main Post Office
22560,Kotmale,NW,Nuwara Eliya,Central Province,Main Post Office
61252,Kottantivu,PX,Puttalam,North Western Province,Sub Post Office
51244,Kottapitiya,PR,Polonnaruwa,North Central Province,Sub Post Office
10220,Kottawa,CO,Colombo,Western Province,Main Post Office
80062,Kottawagama,GL,Galle,Southern Province,Sub Post Office
81180,Kottegoda,MH,Matara,Southern Province,Main Post Office
22042,Kottellena,NW,Nuwara Eliya,Central Province,Sub Post Office
61532,Kottukachchiya,PX,Puttalam,North Western Province,Sub Post Office
11390,Kotugoda,GQ,Gampaha,Western Province,Main Post Office
31014,Kuchchaveli,TC,Trincomalee,Eastern Province,Main Post Office
12426,Kuda Uduwa,KT,Kalutara,Western Province,Sub Post Office
60003,Kudagalgamuwa,KG,Kurunegala,North Western Province,Sub Post Office
60754,Kudakathnoruwa,KG,Kurunegala,North Western Province,Sub Post Office
40620,Kudathanai,JA,Jaffna,Northern Province,Sub Post Office
70005,Kudawa,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
61226,Kudawewa,PX,Puttalam,North Western Province,Sub Post Office
91103,Kukurampola,MJ,Monaragala,Uva Province,Sub Post Office
80328,Kuleegoda,GL,Galle,Southern Province,Sub Post Office
60200,Kuliyapitiya,KG,Kurunegala,North Western Province,Main Post Office
20048,Kulugammana,KY,Kandy,Central Province,Sub Post Office
51412,Kumaragama,PR,Polonnaruwa,North Central Province,Sub Post Office
61032,Kumarakattuwa,PX,Puttalam,North Western Province,Sub Post Office
22272,Kumbalgamuwa,NW,Nuwara Eliya,Central Province,Sub Post Office
11105,Kumbaloluwa,GQ,Gampaha,Western Province,Sub Post Office
22121,Kumbaloluwegama,NW,Nuwara Eliya,Central Province,Sub Post Office
60508,Kumbukgeta,KG,Kurunegala,North Western Province,Sub Post Office
61318,Kumbukkalla,PX,Puttalam,North Western Province,Sub Post Office
91098,Kumbukkana,MJ,Monaragala,Uva Province,Sub Post Office
20902,Kumbukkandura,KY,Kandy,Central Province,Sub Post Office
22246,Kumbukwela,NW,Nuwara Eliya,Central Province,Sub Post Office
60506,Kumbukwewa,KG,Kurunegala,North Western Province,Sub Post Office
20086,Kumburegama,KY,Kandy,Central Province,Sub Post Office
31012,Kumburupiddy,TC,Trincomalee,Eastern Province,Sub Post Office
20168,Kundasale,KY,Kandy,Central Province,Main Post Office
60438,Kuratihena,KG,Kurunegala,North Western Province,Sub Post Office
31112,Kurinchakerny,TC,Trincomalee,Eastern Province,Main Post Office
61356,Kurinjanpitiya,PX,Puttalam,North Western Province,Sub Post Office
61516,Kuruketiyawa,PX,Puttalam,North Western Province,Sub Post Office
30192,Kurukkalmadam,BC,Batticaloa,Eastern Province,Sub Post Office
50062,Kurundankulama,AD,Anuradhapura,North Central Province,Sub Post Office
80395,Kurundugaha Hethekma,GL,Galle,Southern Province,Sub Post Office
20514,Kurunduwatta Bazaar,KY,Kandy,Central Province,Main Post Office
60000,Kurunegala,KG,Kurunegala,North Western Province,Main Post Office
22252,Kurupanawela,NW,Nuwara Eliya,Central Province,Sub Post Office
70500,Kuruwita,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
90728,Kuruwitenna,BD,Badulla,Uva Province,Sub Post Office
90046,Kuttiyagolla,BD,Badulla,Uva Province,Sub Post Office
60162,Labbala,KG,Kurunegala,North Western Province,Sub Post Office
22592,Labukele,NW,Nuwara Eliya,Central Province,Sub Post Office
50088,Labunoruwa,AD,Anuradhapura,North Central Province,Sub Post Office
21520,Laggala Pallegama,MT,Matale,Central Province,Main Post Office
32512,Lahugala,AR,Ampara,Eastern Province,Sub Post Office
22034,Lakshapana,NW,Nuwara Eliya,Central Province,Sub Post Office
51006,Lakshauyana,PR,Polonnaruwa,North Central Province,Sub Post Office
90068,Landewela,BD,Badulla,Uva Province,Sub Post Office
81526,Lankagama,MH,Matara,Southern Province,Sub Post Office
31234,Lankapatuna,TC,Trincomalee,Eastern Province,Sub Post Office
20482,Leemagahakotuwa,KY,Kandy,Central Province,Sub Post Office
21008,Leliambe,MT,Matale,Central Province,Sub Post Office
70056,Lellopitiya,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
21094,Lenadora,MT,Matale,Central Province,Sub Post Office
71315,Lewangama,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
61138,Lihiriyagama,PX,Puttalam,North Western Province,Sub Post Office
22090,Lindula,NW,Nuwara Eliya,Central Province,Main Post Office
90106,Liyanagahawela,BD,Badulla,Uva Province,Sub Post Office
60108,Lokahettiya,KG,Kurunegala,North Western Province,Sub Post Office
11204,Loluwagoda,GQ,Gampaha,Western Province,Sub Post Office
82108,Lunama,HB,Hambantota,Southern Province,Sub Post Office
90530,Lunugala,BD,Badulla,Uva Province,Main Post Office
11062,Lunugama,GQ,Gampaha,Western Province,Sub Post Office
82634,Lunugamwehera,HB,Hambantota,Southern Province,Sub Post Office
20172,Lunuketiya Maditta,KY,Kandy,Central Province,Sub Post Office
90310,Lunuwatte,BD,Badulla,Uva Province,Main Post Office
61150,Lunuwila,PX,Puttalam,North Western Province,Main Post Office
11114,Mabodale,GQ,Gampaha,Western Province,Sub Post Office
11305,Mabola,GQ,Gampaha,Western Province,Sub Post Office
60552,Madahapola,KG,Kurunegala,North Western Province,Sub Post Office
60209,Madakumburumulla,KG,Kurunegala,North Western Province,Sub Post Office
70158,Madalagama,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
61230,Madampe,PX,Puttalam,North Western Province,Main Post Office
10306,Madapatha,CO,Colombo,Western Province,Sub Post Office
50130,Madatugama,AD,Anuradhapura,North Central Province,Main Post Office
20260,Madawala Bazaar,KY,Kandy,Central Province,Main Post Office
21074,Madawala Ulpotha,MT,Matale,Central Province,Main Post Office
32016,Madawalalanda,APR,Ampara,Eastern Province,Sub Post Office
11033,Madelgamuwa,GQ,Gampaha,Western Province,Sub Post Office
21156,Madipola,MT,Matale,Central Province,Main Post Office
90535,Madolsima,BD,Badulla,Uva Province,Main Post Office
41010,Madu Church,MB,Mannar,Northern Province,Main Post Office
41020,Madu Road,MB,Mannar,Northern Province,Sub Post Office
20938,Madugalla,KY,Kandy,Central Province,Sub Post Office
90517,Madugastalawa,BD,Badulla,Uva Province,Sub Post Office
91071,Madukotanarawa,MJ,Monaragala,Uva Province,Sub Post Office
20840,Madulkele,KY,Kandy,Central Province,Main Post Office
22256,Madulla,NW,Nuwara Eliya,Central Province,Sub Post Office
60532,Maduragoda,KG,Kurunegala,North Western Province,Sub Post Office
61270,Madurankuliya,PX,Puttalam,North Western Province,Main Post Office
51108,Maduruoya,PR,Polonnaruwa,North Central Province,Sub Post Office
60512,Maeliya,KG,Kurunegala,North Western Province,Sub Post Office
82608,Magama,HB,Hambantota,Southern Province,Sub Post Office
80152,Magedara,GL,Galle,Southern Province,Sub Post Office
12060,Maggona,KT,Kalutara,Western Province,Main Post Office
60221,Magulagama,KG,Kurunegala,North Western Province,Sub Post Office
20237,Maha Alapalawala,KY,Kandy,Central Province,Sub Post Office
51518,Maha Ambagaswewa,PR,Polonnaruwa,North Central Province,Sub Post Office
50126,Maha Elagamuwa,AD,Anuradhapura,North Central Province,Sub Post Office
71722,Mahabage,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
50196,Mahabulankulama,AD,Anuradhapura,North Central Province,Sub Post Office
31036,Mahadivulwewa,TC,Trincomalee,Eastern Province,Sub Post Office
20945,Mahadoraliyadda,KY,Kandy,Central Province,Sub Post Office
60731,Mahagalkadawala,KG,Kurunegala,North Western Province,Sub Post Office
82016,Mahagalwewa,HB,Hambantota,Southern Province,Sub Post Office
12210,Mahagama,KT,Kalutara,Western Province,Main Post Office
91256,Mahagama Colony,MJ,Monaragala,Uva Province,Sub Post Office
60479,Mahagirilla,KG,Kurunegala,North Western Province,Sub Post Office
50270,Mahailluppallama,AD,Anuradhapura,North Central Province,Main Post Office
43080,Mahakachchakodiya,VA,Vavuniya,Northern Province,Sub Post Office
91027,Mahakalugolla,MJ,Monaragala,Uva Province,Sub Post Office
12126,Mahakalupahana,KT,Kalutara,Western Province,Sub Post Office
50306,Mahakanadarawa,AD,Anuradhapura,North Central Province,Sub Post Office
60346,Mahakeliya,KG,Kurunegala,North Western Province,Sub Post Office
61272,Mahakumbukkadawala,PX,Puttalam,North Western Province,Sub Post Office
20216,Mahamedagama,KY,Kandy,Central Province,Sub Post Office
60516,Mahamukalanyaya,KG,Kurunegala,North Western Province,Sub Post Office
20547,Mahamulgama,KY,Kandy,Central Province,Sub Post Office
32018,Mahanagapura,APR,Ampara,Eastern Province,Sub Post Office
60724,Mahananneriya,KG,Kurunegala,North Western Province,Main Post Office
32070,Mahaoya,APR,Ampara,Eastern Province,Main Post Office
71063,Mahapallegama,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
70334,Mahapannila,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
50327,Mahapothana,AD,Anuradhapura,North Central Province,Sub Post Office
11851,Mahara,GQ,Gampaha,Western Province,Sub Post Office
60286,Maharachchimulla,KG,Kurunegala,North Western Province,Sub Post Office
10280,Maharagama,CO,Colombo,Western Province,Main Post Office
71211,Maharangalla,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
31106,Maharugiramam,TC,Trincomalee,Eastern Province,Sub Post Office
50574,Mahasenpura,AD,Anuradhapura,North Central Province,Sub Post Office
51506,Mahatalakolawewa,PR,Polonnaruwa,North Central Province,Sub Post Office
20551,Mahaudagama,KY,Kandy,Central Province,Sub Post Office
61512,Mahauswewa,PX,Puttalam,North Western Province,Sub Post Office
70112,Mahawalatenna,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
21140,Mahawela,MT,Matale,Central Province,Main Post Office
51076,Mahaweli Sinhapura,PR,Polonnaruwa,North Central Province,Sub Post Office
61220,Mahawewa,PX,Puttalam,North Western Province,Main Post Office
50022,Mahawilachchiya,AD,Anuradhapura,North Central Province,Sub Post Office
90700,Mahiyanganaya,BD,Badulla,Uva Province,Main Post Office
60600,Maho,KG,Kurunegala,North Western Province,Main Post Office
50384,Mailagaswewa,AD,Anuradhapura,North Central Province,Sub Post Office
20702,Mailapitiya,KY,Kandy,Central Province,Sub Post Office
80243,Majuwana Keradewala,GL,Galle,Southern Province,Sub Post Office
10305,Makandana,CO,Colombo,Western Province,Sub Post Office
81070,Makandura,MH,Matara,Southern Province,Main Post Office
70298,Makandura,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
71507,Makehelwala,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
11358,Makewita,GQ,Gampaha,Western Province,Sub Post Office
20828,Makkanigama,KY,Kandy,Central Province,Sub Post Office
11640,Makola,GQ,Gampaha,Western Province,Main Post Office
20921,Makuldeniya,KY,Kandy,Central Province,Sub Post Office
90114,Makulella,BD,Badulla,Uva Province,Sub Post Office
60714,Makulewa,KG,Kurunegala,North Western Province,Sub Post Office
60514,Makulpotha,KG,Kurunegala,North Western Province,Sub Post Office
60578,Makulwewa,KG,Kurunegala,North Western Province,Sub Post Office
60404,Malagane,KG,Kurunegala,North Western Province,Sub Post Office
71704,Malalpola,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
10115,Malambe,CO,Colombo,Western Province,Main Post Office
22021,Maldeniya,NW,Nuwara Eliya,Central Province,Sub Post Office
80144,Malgalla Talangalla,GL,Galle,Southern Province,Sub Post Office
90754,Malgoda,BD,Badulla,Uva Province,Sub Post Office
71411,Maliboda,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
81424,Maliduwa,MH,Matara,Southern Province,Sub Post Office
90138,Malitta,BD,Badulla,Uva Province,Sub Post Office
90022,Maliyadda,BD,Badulla,Uva Province,Sub Post Office
40142,Mallakam,JA,Jaffna,Northern Province,Sub Post Office
31224,Mallikativu,TC,Trincomalee,Eastern Province,Sub Post Office
71325,Malmaduwa,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
70001,Malwala Junction,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
11670,Malwana,GQ,Gampaha,Western Province,Main Post Office
50236,Malwanegama,AD,Anuradhapura,North Central Province,Sub Post Office
32198,Malwatta,AR,Ampara,Eastern Province,Sub Post Office
82109,Mamadala,HB,Hambantota,Southern Province,Sub Post Office
43078,Mamaduwa,VA,Vavuniya,Northern Province,Sub Post Office
61341,Mampuri,PX,Puttalam,North Western Province,Sub Post Office
51090,Manampitiya,PR,Polonnaruwa,North Central Province,Main Post Office
21144,Mananwatta,MT,Matale,Central Province,Sub Post Office
60434,Mandapola,KG,Kurunegala,North Western Province,Sub Post Office
22744,Mandaram Nuwara,NW,Nuwara Eliya,Central Province,Sub Post Office
40045,Mandativu,JA,Jaffna,Northern Province,Sub Post Office
11061,Mandawala,GQ,Gampaha,Western Province,Sub Post Office
30220,Mandur,BC,Batticaloa,Eastern Province,Main Post Office
50182,Maneruwa,AD,Anuradhapura,North Central Province,Sub Post Office
61266,Mangalaeliya,PX,Puttalam,North Western Province,Sub Post Office
32069,Mangalagama,APR,Ampara,Eastern Province,Sub Post Office
40200,Manipay,JA,Jaffna,Northern Province,Main Post Office
10707,Maniyangama,CO,Colombo,Western Province,Sub Post Office
30442,Mankerni,BC,Batticaloa,Eastern Province,Sub Post Office
42300,Mankulam,MP,Mullaitivu,Northern Province,Main Post Office
41000,Mannar,MB,Mannar,Northern Province,Main Post Office
21506,Maoya,MT,Matale,Central Province,Sub Post Office
90730,Mapakadawewa,BD,Badulla,Uva Province,Main Post Office
20662,Mapakanda,KY,Kandy,Central Province,Sub Post Office
80114,Mapalagama,GL,Galle,Southern Province,Sub Post Office
80116,Mapalagama Central,GL,Galle,Southern Province,Sub Post Office
50080,Maradankadawala,AD,Anuradhapura,North Central Province,Main Post Office
50308,Maradankalla,AD,Anuradhapura,North Central Province,Sub Post Office
43055,Maraiyadithakulam,VA,Vavuniya,Northern Province,Sub Post Office
21554,Maraka,MT,Matale,Central Province,Sub Post Office
81416,Maramba,MH,Matara,Southern Province,Sub Post Office
11260,Marandagahamula,GQ,Gampaha,Western Province,Main Post Office
70041,Marapana,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
20210,Marassana,KY,Kandy,Central Province,Main Post Office
32314,Marathamune,AR,Ampara,Eastern Province,Main Post Office
20113,Marathugoda,KY,Kandy,Central Province,Sub Post Office
91006,Marawa,MJ,Monaragala,Uva Province,Sub Post Office
61210,Marawila,PX,Puttalam,North Western Province,Main Post Office
91052,Mariarawa,MJ,Monaragala,Uva Province,Sub Post Office
41055,Marichchikaddi,MB,Mannar,Northern Province,Sub Post Office
20714,Marymount Colony,KY,Kandy,Central Province,Sub Post Office
22070,Maskeliya,NW,Nuwara Eliya,Central Province,Main Post Office
90328,Maspanna,BD,Badulla,Uva Province,Sub Post Office
60344,Maspotha,KG,Kurunegala,North Western Province,Sub Post Office
22566,Maswela,NW,Nuwara Eliya,Central Province,Sub Post Office
21000,Matale,MT,Matale,Central Province,Main Post Office
81000,Matara,MH,Matara,Southern Province,Main Post Office
40110,Mathagal,JA,Jaffna,Northern Province,Sub Post Office
80424,Mattaka,GL,Galle,Southern Province,Sub Post Office
10240,Mattegoda,CO,Colombo,Western Province,Main Post Office
